transaction_id,transaction_date,account_number,amount,txn_type,merchant_name,status,customer_age,is_refund,year_month,day_of_week,customer_name,city,join_date,credit_score,segment,email,phone,category,is_digital,avg_txn_value
TXN00292,2023-10-15,ACC1007,70.85,transfr,Amazon,REVERSED,33.0,0,2023-10,Sunday,Harish Bose,Jaipur,2018-03-02,699.0,Senior,harish.bose@email.com,9851714724.0,E-commerce,True,1500.0
TXN00037,2023-10-18,ACC1015,203.02,withdrawal,Swiggy,PENDING,35.0,0,2023-10,Wednesday,Arjun Sharma,Chennai,2020-10-26,806.0,Student,arjun.sharma@email.com,9854667809.0,Food Delivery,False,350.0
TXN00224,2023-10-19,ACC1002,13.21,transfer,Bigbasket,FAILED,36.0,0,2023-10,Thursday,Suresh Kumar,Hyderabad,2019-01-16,,Senior,suresh.kumar@email.com,9856066984.0,,,
TXN00006,2023-10-28,ACC1014,104.46,withdrawal,Uber,FAILED,56.0,0,2023-10,Saturday,Divya Agarwal,Pune,2022-11-21,639.0,Regular,divya.agarwal@email.com,9844775001.0,Transport,False,250.0
TXN00128,2023-10-30,ACC1025,63.47,transfr,Netflix,UNKNOWN,37.0,0,2023-10,Monday,Ravi Kapoor,Ahmedabad,2020-09-20,633.0,Senior,ravi.kapoor@email.com,9835482265.0,Entertainment,True,499.0
TXN00276,2023-11-03,ACC1012,296.83,debit,Bigbasket,FAILED,24.0,0,2023-11,Friday,Sneha Reddy,Kolkata,2021-03-07,731.0,Senior,sneha.reddy@email.com,9890621827.0,,,
TXN00157,2023-11-05,ACC1032,2437.34,withdrawal,Swiggy,FAILED,50.0,0,2023-11,Sunday,Rekha Patil,Pune,2018-12-07,731.0,Senior,rekha.patil@email.com,9835253920.0,Food Delivery,False,350.0
TXN00114,2023-11-06,ACC1039,5972.16,credit,Flipkart,PENDING,42.0,0,2023-11,Monday,Ramesh Kaur,Ahmedabad,2018-06-25,729.0,Regular,ramesh.kaur@email.com,9859356828.0,E-commerce,True,1200.0
TXN00086,2023-11-07,ACC1004,69.92,deposit,Hdfc Atm,SUCCESS,27.0,0,2023-11,Tuesday,Sunita Tiwari,Pune,2020-06-21,843.0,Regular,sunita.tiwari@email.com,9849054205.0,,,
TXN00139,2023-11-09,ACC1050,502.84,debit,Amazon,SUCCESS,49.0,0,2023-11,Thursday,Rohit Joshi,Ahmedabad,2018-05-01,751.0,Student,rohit.joshi@email.com,9861224263.0,E-commerce,True,1500.0
TXN00243,2023-11-11,ACC1023,316.55,credit,Amazon,REVERSED,36.0,0,2023-11,Saturday,Shweta Jain,Delhi,2019-12-02,612.0,Premium,shweta.jain@email.com,9810225283.0,E-commerce,True,1500.0
TXN00264,2023-11-11,ACC1018,164.49,withdrawal,Hdfc Atm,REVERSED,44.0,0,2023-11,Saturday,Rahul Gupta,Mumbai,2020-07-11,,Student,rahul.gupta@email.com,9887305664.0,,,
TXN00250,2023-11-12,ACC1008,272.45,debit,Swiggy,REVERSED,31.0,0,2023-11,Sunday,Anita Nair,Jaipur,2019-03-12,604.0,Senior,anita.nair@email.com,9896434410.0,Food Delivery,False,350.0
TXN00205,2023-11-14,ACC1018,18.79,withdrawal,Amazon,SUCCESS,25.0,0,2023-11,Tuesday,Rahul Gupta,Mumbai,2020-07-11,,Student,rahul.gupta@email.com,9887305664.0,E-commerce,True,1500.0
TXN00284,2023-11-15,ACC1004,164.49,withdrawal,Flipkart,PENDING,49.0,0,2023-11,Wednesday,Sunita Tiwari,Pune,2020-06-21,843.0,Regular,sunita.tiwari@email.com,9849054205.0,E-commerce,True,1200.0
TXN00107,2023-11-17,ACC1014,2513.12,debit,Phonepe,REVERSED,46.0,0,2023-11,Friday,Divya Agarwal,Pune,2022-11-21,639.0,Regular,divya.agarwal@email.com,9844775001.0,,,
TXN00031,2023-11-18,ACC1027,60.19,transfer,Flipkart,SUCCESS,62.0,0,2023-11,Saturday,Satish Thakur,Chennai,2019-04-26,705.0,Regular,satish.thakur@email.com,9889196483.0,E-commerce,True,1200.0
TXN00163,2023-11-19,ACC1046,843.78,deposit,Bigbasket,FAILED,46.0,0,2023-11,Sunday,,,,,,,,,,
TXN00251,2023-11-25,ACC1047,22.39,debit,Zomato,FAILED,38.0,1,2023-11,Saturday,Madhuri Lal,Hyderabad,2021-04-14,703.0,Premium,madhuri.lal@email.com,9818306055.0,Food Delivery,False,320.0
TXN00063,2023-11-28,ACC1028,28.23,debit,Phonepe,PENDING,31.0,0,2023-11,Tuesday,Rashmi Mehta,Pune,2022-03-20,806.0,Senior,rashmi.mehta@email.com,9899086047.0,,,
TXN00057,2023-11-28,ACC1038,42.15,withdrawal,Zomato,PENDING,50.0,0,2023-11,Tuesday,,,,,,,,Food Delivery,False,320.0
TXN00064,2023-11-30,ACC1009,24.67,transfer,Uber,REVERSED,38.0,0,2023-11,Thursday,Sunil Pawar,Bangalore,2018-09-13,710.0,Regular,sunil.pawar@email.com,9852060116.0,Transport,False,250.0
TXN00204,2023-11-30,ACC1045,721.05,transfr,Hdfc Atm,SUCCESS,34.0,0,2023-11,Thursday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,,,
TXN00091,2023-12-08,ACC1050,171.68,withdrawal,Netflix,PENDING,31.0,0,2023-12,Friday,Rohit Joshi,Ahmedabad,2018-05-01,751.0,Student,rohit.joshi@email.com,9861224263.0,Entertainment,True,499.0
TXN00196,2023-12-09,ACC1012,264.54,credit,Paytm,PENDING,31.0,0,2023-12,Saturday,Sneha Reddy,Kolkata,2021-03-07,731.0,Senior,sneha.reddy@email.com,9890621827.0,Payments,True,400.0
TXN00279,2023-12-14,ACC1046,164.8,deposit,Zomato,REVERSED,53.0,0,2023-12,Thursday,,,,,,,,Food Delivery,False,320.0
TXN00247,2023-12-15,ACC1020,72.79,debit,Paytm,FAILED,26.0,0,2023-12,Friday,Asha Goel,Jaipur,2018-07-26,667.0,Student,asha.goel@email.com,9852901755.0,Payments,True,400.0
TXN00138,2023-12-15,ACC1045,91.55,credit,Uber,REVERSED,45.0,0,2023-12,Friday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,Transport,False,250.0
TXN00032,2023-12-20,ACC1035,2388.49,credit,Zomato,REVERSED,40.0,0,2023-12,Wednesday,Swati Chatterjee,Lucknow,2021-10-09,,Student,swati.chatterjee@email.com,9862096010.0,Food Delivery,False,320.0
TXN00214,2023-12-20,ACC1032,394.29,deposit,Flipkart,REVERSED,47.0,0,2023-12,Wednesday,Rekha Patil,Pune,2018-12-07,731.0,Senior,rekha.patil@email.com,9835253920.0,E-commerce,True,1200.0
TXN00175,2023-12-22,ACC1030,224.76,withdrawal,Uber,FAILED,46.0,0,2023-12,Friday,Meera Pillai,Kolkata,2022-07-16,840.0,Premium,meera.pillai@email.com,9885416933.0,Transport,False,250.0
TXN00102,2023-12-26,ACC1009,78.97,withdrawal,Netflix,REVERSED,60.0,0,2023-12,Tuesday,Sunil Pawar,Bangalore,2018-09-13,710.0,Regular,sunil.pawar@email.com,9852060116.0,Entertainment,True,499.0
TXN00237,2023-12-27,ACC1034,7.12,credit,Zomato,REVERSED,36.0,0,2023-12,Wednesday,,,,,,,,Food Delivery,False,320.0
TXN00092,2024-01-01,ACC1042,634.58,debit,Zomato,PENDING,47.0,0,2024-01,Monday,Usha Bhat,Mumbai,2019-08-24,574.0,Senior,usha.bhat@email.com,9886885150.0,Food Delivery,False,320.0
